1.01,2
1.02,3
1.03,3
1.04,3
1.05,3
1.06,3
1.07,4
1.08,4
1.09,4
1.1,4
1.11,4
1.12,5
1.13,5
1.14,5
1.15,5
1.16,5
1.17,5
1.18,5
1.19,5
1.2,5
1.21,5
1.22,6
1.23,6
1.24,6
1.25,7
1.26,7
1.27,7
1.28,7
1.29,7
1.3,7
1.31,7
1.32,7
1.33,7
1.34,7
1.35,7
1.36,7
1.37,7
1.38,7
1.39,8
1.4,9
1.41,9
1.42,9
1.43,9
1.44,9
1.45,9
1.46,9
1.47,12
1.48,12
1.49,12
1.5,12
1.51,13
1.52,13
1.53,13
1.54,13
1.55,13
1.56,13
1.57,13
1.58,13
1.59,13
1.6,13
1.61,13
1.62,13
1.63,13
1.64,13
1.65,13
1.66,13
1.67,13
1.68,13
1.69,13
1.7,14
1.71,14
1.72,16
1.73,16
1.74,16
1.75,16
1.76,16
1.77,16
1.78,16
1.79,16
1.8,16
1.81,16
1.82,16
1.83,16
1.84,16
1.85,16
1.86,16
1.87,16
1.88,16
1.89,16
1.9,16
1.91,16
1.92,16
1.93,16
1.94,16
1.95,16
1.96,16
1.97,16
1.98,16
1.99,22
2,22
2.01,22
2.02,22
2.03,22
2.04,22
2.05,22
2.06,22
2.07,22
2.08,22
2.09,22
2.1,22
2.11,22
2.12,22
2.13,22
2.14,22
2.15,22
2.16,22
2.17,22
2.18,22
2.19,22
2.2,22
2.21,22
2.22,22
2.23,22
2.24,22
2.25,22
2.26,22
2.27,22
2.28,22
2.29,22
2.3,22
2.31,22
2.32,22
2.33,22
2.34,22
2.35,22
2.36,22
2.37,22
2.38,22
2.39,22
2.4,22
2.41,22
2.42,22
2.43,22
2.44,22
2.45,22
2.46,22
2.47,22
2.48,22
2.49,22
2.5,22
2.51,22
2.52,22
2.53,22
2.54,22
2.55,22
2.56,22
2.57,22
2.58,22
2.59,22
2.6,22
2.61,22
2.62,22
2.63,22
2.64,22
2.65,22
2.66,22
2.67,22
2.68,22
2.69,22
2.7,22
2.71,22
2.72,22
2.73,22
2.74,22
2.75,22
2.76,22
2.77,22
2.78,22
